#NTIMES: 145 
#time[d] Lbol[erg/s] Edep[erg/s] 
4.14 7.28e+41 3.29e+43 
4.22 7.76e+41 3.26e+43 
4.31 8.30e+41 3.21e+43 
4.40 8.64e+41 3.19e+43 
4.49 9.07e+41 3.18e+43 
4.58 9.88e+41 3.16e+43 
4.68 1.00e+42 3.13e+43 
4.77 1.08e+42 3.11e+43 
4.87 1.11e+42 3.08e+43 
4.97 1.20e+42 3.06e+43 
5.08 1.23e+42 3.03e+43 
5.18 1.35e+42 3.00e+43 
5.29 1.40e+42 2.97e+43 
5.40 1.46e+42 2.95e+43 
5.51 1.55e+42 2.90e+43 
5.62 1.63e+42 2.88e+43 
5.74 1.72e+42 2.86e+43 
5.86 1.79e+42 2.83e+43 
5.98 1.87e+42 2.80e+43 
6.10 1.99e+42 2.77e+43 
6.23 2.09e+42 2.75e+43 
6.36 2.16e+42 2.71e+43 
6.49 2.29e+42 2.68e+43 
6.62 2.40e+42 2.65e+43 
6.76 2.52e+42 2.62e+43 
6.90 2.64e+42 2.59e+43 
7.04 2.79e+42 2.55e+43 
7.19 2.92e+42 2.53e+43 
7.34 3.05e+42 2.50e+43 
7.49 3.21e+42 2.47e+43 
7.64 3.35e+42 2.44e+43 
7.80 3.51e+42 2.42e+43 
7.96 3.67e+42 2.38e+43 
8.13 3.85e+42 2.34e+43 
8.30 3.99e+42 2.30e+43 
8.47 4.16e+42 2.28e+43 
8.64 4.36e+42 2.24e+43 
8.82 4.55e+42 2.21e+43 
9.01 4.73e+42 2.19e+43 
9.19 4.90e+42 2.15e+43 
9.38 5.12e+42 2.12e+43 
9.58 5.31e+42 2.09e+43 
9.77 5.50e+42 2.06e+43 
9.98 5.70e+42 2.03e+43 
10.18 5.92e+42 1.99e+43 
10.39 6.09e+42 1.96e+43 
10.61 6.33e+42 1.93e+43 
10.83 6.54e+42 1.91e+43 
11.05 6.73e+42 1.86e+43 
11.28 6.96e+42 1.84e+43 
11.51 7.13e+42 1.81e+43 
11.75 7.36e+42 1.77e+43 
11.99 7.59e+42 1.75e+43 
12.24 7.79e+42 1.71e+43 
12.50 8.01e+42 1.68e+43 
12.75 8.22e+42 1.64e+43 
13.02 8.39e+42 1.62e+43 
13.29 8.66e+42 1.59e+43 
13.56 8.78e+42 1.56e+43 
13.84 9.03e+42 1.53e+43 
14.13 9.19e+42 1.50e+43 
14.42 9.40e+42 1.47e+43 
14.72 9.50e+42 1.43e+43 
15.02 9.69e+42 1.41e+43 
15.33 9.80e+42 1.37e+43 
15.65 9.98e+42 1.35e+43 
15.97 1.01e+43 1.31e+43 
16.31 1.03e+43 1.28e+43 
16.64 1.04e+43 1.26e+43 
16.99 1.05e+43 1.23e+43 
17.34 1.06e+43 1.20e+43 
17.70 1.06e+43 1.17e+43 
18.06 1.07e+43 1.14e+43 
18.44 1.08e+43 1.12e+43 
18.82 1.09e+43 1.09e+43 
19.21 1.09e+43 1.06e+43 
19.60 1.09e+43 1.04e+43 
20.01 1.09e+43 1.01e+43 
20.42 1.09e+43 9.82e+42 
20.85 1.09e+43 9.57e+42 
21.28 1.08e+43 9.33e+42 
21.72 1.08e+43 9.09e+42 
22.17 1.08e+43 8.86e+42 
22.62 1.07e+43 8.63e+42 
23.09 1.06e+43 8.37e+42 
23.57 1.05e+43 8.15e+42 
24.06 1.04e+43 7.93e+42 
24.56 1.03e+43 7.71e+42 
25.06 1.01e+43 7.54e+42 
25.58 1.00e+43 7.28e+42 
26.11 9.80e+42 7.09e+42 
26.65 9.63e+42 6.91e+42 
27.20 9.49e+42 6.66e+42 
27.76 9.31e+42 6.49e+42 
28.34 9.09e+42 6.29e+42 
28.93 8.86e+42 6.10e+42 
29.52 8.66e+42 5.93e+42 
30.13 8.43e+42 5.74e+42 
30.76 8.23e+42 5.58e+42 
31.39 7.98e+42 5.40e+42 
32.04 7.78e+42 5.26e+42 
32.71 7.54e+42 5.07e+42 
33.38 7.33e+42 4.94e+42 
34.07 7.10e+42 4.79e+42 
34.78 6.87e+42 4.64e+42 
35.50 6.59e+42 4.47e+42 
36.23 6.38e+42 4.36e+42 
36.98 6.21e+42 4.21e+42 
37.74 5.94e+42 4.08e+42 
38.53 5.66e+42 3.94e+42 
39.32 5.40e+42 3.82e+42 
40.14 5.19e+42 3.69e+42 
40.97 4.97e+42 3.57e+42 
41.81 4.70e+42 3.45e+42 
42.68 4.41e+42 3.35e+42 
43.56 4.16e+42 3.22e+42 
44.46 3.89e+42 3.11e+42 
45.38 3.65e+42 3.01e+42 
46.32 3.40e+42 2.90e+42 
47.28 3.20e+42 2.81e+42 
48.26 3.00e+42 2.73e+42 
49.25 2.84e+42 2.61e+42 
50.27 2.65e+42 2.52e+42 
51.31 2.50e+42 2.42e+42 
52.37 2.38e+42 2.35e+42 
53.46 2.28e+42 2.25e+42 
54.56 2.18e+42 2.18e+42 
55.69 2.08e+42 2.09e+42 
56.84 1.98e+42 2.02e+42 
58.02 1.90e+42 1.93e+42 
59.22 1.82e+42 1.87e+42 
60.44 1.76e+42 1.81e+42 
61.69 1.70e+42 1.72e+42 
62.97 1.64e+42 1.67e+42 
64.27 1.57e+42 1.59e+42 
65.60 1.50e+42 1.53e+42 
66.96 1.45e+42 1.47e+42 
68.34 1.39e+42 1.41e+42 
69.76 1.34e+42 1.34e+42 
71.20 1.27e+42 1.29e+42 
72.67 1.22e+42 1.23e+42 
74.17 1.18e+42 1.20e+42 
75.71 1.13e+42 1.14e+42 
77.27 1.09e+42 1.08e+42 
78.87 1.04e+42 1.05e+42 
